0.828693, 0.0
0.828693, 0.0
0.82897, 0.001
0.828971, 0.001
0.829246, 0.002
0.829248, 0.002
0.829522, 0.003
0.829526, 0.003
0.829798, 0.004
0.829803, 0.004
0.830074, 0.005
0.830081, 0.005
0.830351, 0.006
0.830358, 0.006
0.830627, 0.007
0.830636, 0.007
0.830903, 0.008
0.830913, 0.008
0.831179, 0.009
0.831191, 0.009
0.831455, 0.01
0.831468, 0.01
0.831731, 0.011
0.831746, 0.011
0.832008, 0.012
0.832023, 0.012
0.832284, 0.013
0.832301, 0.013
0.83256, 0.014
0.832578, 0.014
0.832836, 0.015
0.832856, 0.015
0.833112, 0.016
0.833133, 0.016
0.833389, 0.017
0.833411, 0.017
0.833665, 0.018
0.833688, 0.018
0.833941, 0.019
0.833966, 0.019
0.834217, 0.02
0.834243, 0.02
0.834493, 0.021
0.834521, 0.021
0.834769, 0.022
0.834798, 0.022
0.835046, 0.023
0.835076, 0.023
0.835322, 0.024
0.835353, 0.024
0.835598, 0.025
0.835631, 0.025
0.835874, 0.026
0.835908, 0.026
0.83615, 0.027
0.836186, 0.027
0.836427, 0.028
0.836463, 0.028
0.836703, 0.029
0.836741, 0.029
0.836979, 0.03
0.837018, 0.03
0.837255, 0.031
0.837296, 0.031
0.837531, 0.032
0.837574, 0.032
0.837807, 0.033
0.837851, 0.033
0.838084, 0.034
0.838129, 0.034
0.83836, 0.035
0.838406, 0.035
0.838636, 0.036
0.838684, 0.036
0.838912, 0.037
0.838961, 0.037
0.839188, 0.038
0.839239, 0.038
0.839465, 0.039
0.839516, 0.039
0.839741, 0.04
0.839794, 0.04
0.840017, 0.041
0.840071, 0.041
0.840293, 0.042
0.840349, 0.042
0.840569, 0.043
0.840626, 0.043
0.840845, 0.044
0.840904, 0.044
0.841122, 0.045
0.841181, 0.045
0.841398, 0.046
0.841459, 0.046
0.841674, 0.047
0.841736, 0.047
0.84195, 0.048
0.842014, 0.048
0.842226, 0.049
0.842291, 0.049
0.842503, 0.05
0.842569, 0.05
0.842779, 0.051
0.842846, 0.051
0.843055, 0.052
0.843124, 0.052
0.843331, 0.053
0.843401, 0.053
0.843607, 0.054
0.843679, 0.054
0.843883, 0.055
0.843956, 0.055
0.000107, 0.056
0.000167, 0.056
0.84416, 0.056
0.844234, 0.056
0.000523, 0.057
0.00082, 0.057
0.844436, 0.057
0.844511, 0.057
0.000939, 0.058
0.001472, 0.058
0.844712, 0.058
0.844789, 0.058
0.001355, 0.059
0.002125, 0.059
0.844988, 0.059
0.845066, 0.059
0.001771, 0.06
0.002777, 0.06
0.845264, 0.06
0.845344, 0.06
0.002188, 0.061
0.00343, 0.061
0.845541, 0.061
0.845621, 0.061
0.002604, 0.062
0.004082, 0.062
0.845817, 0.062
0.845899, 0.062
0.00302, 0.063
0.004734, 0.063
0.846093, 0.063
0.846176, 0.063
0.003436, 0.064
0.005387, 0.064
0.846369, 0.064
0.846454, 0.064
0.003852, 0.065
0.006039, 0.065
0.846645, 0.065
0.846731, 0.065
0.004268, 0.066
0.006692, 0.066
0.846921, 0.066
0.847009, 0.066
0.004685, 0.067
0.007344, 0.067
0.847198, 0.067
0.847286, 0.067
0.005101, 0.068
0.007997, 0.068
0.847474, 0.068
0.847564, 0.068
0.005517, 0.069
0.008649, 0.069
0.84775, 0.069
0.847841, 0.069
0.005933, 0.07
0.009302, 0.07
0.848026, 0.07
0.848119, 0.07
0.006349, 0.071
0.009954, 0.071
0.848302, 0.071
0.848396, 0.071
0.006766, 0.072
0.010607, 0.072
0.848579, 0.072
0.848674, 0.072
0.007182, 0.073
0.011259, 0.073
0.848855, 0.073
0.848951, 0.073
0.007598, 0.074
0.011912, 0.074
0.849131, 0.074
0.849229, 0.074
0.008014, 0.075
0.012564, 0.075
0.849407, 0.075
0.849506, 0.075
0.00843, 0.076
0.013217, 0.076
0.849683, 0.076
0.849784, 0.076
0.008847, 0.077
0.013869, 0.077
0.849959, 0.077
0.850061, 0.077
0.009263, 0.078
0.014521, 0.078
0.850236, 0.078
0.850339, 0.078
0.009679, 0.079
0.015174, 0.079
0.850512, 0.079
0.850616, 0.079
0.010095, 0.08
0.015826, 0.08
0.850788, 0.08
0.850894, 0.08
0.010511, 0.081
0.016479, 0.081
0.851064, 0.081
0.851171, 0.081
0.010927, 0.082
0.017131, 0.082
0.85134, 0.082
0.851449, 0.082
0.011344, 0.083
0.017784, 0.083
0.851617, 0.083
0.851726, 0.083
0.01176, 0.084
0.018436, 0.084
0.851893, 0.084
0.852004, 0.084
0.012176, 0.085
0.019089, 0.085
0.852169, 0.085
0.852281, 0.085
0.012592, 0.086
0.019741, 0.086
0.852445, 0.086
0.852559, 0.086
0.013008, 0.087
0.020394, 0.087
0.852721, 0.087
0.852836, 0.087
0.013425, 0.088
0.021046, 0.088
0.852997, 0.088
0.853114, 0.088
0.013841, 0.089
0.021699, 0.089
0.853274, 0.089
0.853391, 0.089
0.014257, 0.09
0.022351, 0.09
0.85355, 0.09
0.853669, 0.09
0.014673, 0.091
0.023004, 0.091
0.853826, 0.091
0.853946, 0.091
0.015089, 0.092
0.023656, 0.092
0.854102, 0.092
0.854224, 0.092
0.015506, 0.093
0.024309, 0.093
0.854378, 0.093
0.854501, 0.093
0.015922, 0.094
0.024961, 0.094
0.854655, 0.094
0.854779, 0.094
0.016338, 0.095
0.025613, 0.095
0.854931, 0.095
0.855056, 0.095
0.016754, 0.096
0.026266, 0.096
0.855207, 0.096
0.855334, 0.096
0.01717, 0.097
0.026918, 0.097
0.855483, 0.097
0.855611, 0.097
0.017586, 0.098
0.027571, 0.098
0.855759, 0.098
0.855889, 0.098
0.018003, 0.099
0.028223, 0.099
0.856035, 0.099
0.856166, 0.099
0.018419, 0.1
0.028876, 0.1
0.856312, 0.1
0.856444, 0.1
0.018835, 0.101
0.029528, 0.101
0.856588, 0.101
0.856721, 0.101
0.019251, 0.102
0.030181, 0.102
0.647894, 0.102
0.648513, 0.102
0.856864, 0.102
0.856999, 0.102
0.019667, 0.103
0.030833, 0.103
0.646198, 0.103
0.64774, 0.103
0.85714, 0.103
0.857276, 0.103
0.020084, 0.104
0.031486, 0.104
0.644501, 0.104
0.646968, 0.104
0.857416, 0.104
0.857554, 0.104
0.0205, 0.105
0.032138, 0.105
0.642805, 0.105
0.646196, 0.105
0.857693, 0.105
0.857831, 0.105
0.020916, 0.106
0.032791, 0.106
0.641109, 0.106
0.645423, 0.106
0.857969, 0.106
0.858109, 0.106
0.021332, 0.107
0.033443, 0.107
0.639412, 0.107
0.644651, 0.107
0.858245, 0.107
0.858386, 0.107
0.021748, 0.108
0.034096, 0.108
0.637716, 0.108
0.643879, 0.108
0.858521, 0.108
0.858664, 0.108
0.022164, 0.109
0.034748, 0.109
0.636019, 0.109
0.643106, 0.109
0.858797, 0.109
0.858941, 0.109
0.022581, 0.11
0.035401, 0.11
0.634323, 0.11
0.642334, 0.11
0.859073, 0.11
0.859219, 0.11
0.022997, 0.111
0.036053, 0.111
0.632627, 0.111
0.641561, 0.111
0.85935, 0.111
0.859496, 0.111
0.023413, 0.112
0.036705, 0.112
0.63093, 0.112
0.640789, 0.112
0.859626, 0.112
0.859774, 0.112
0.023829, 0.113
0.037358, 0.113
0.629234, 0.113
0.640017, 0.113
0.859902, 0.113
0.860051, 0.113
0.024245, 0.114
0.03801, 0.114
0.627538, 0.114
0.639244, 0.114
0.860178, 0.114
0.860329, 0.114
0.024662, 0.115
0.038663, 0.115
0.625841, 0.115
0.638472, 0.115
0.860454, 0.115
0.860606, 0.115
0.025078, 0.116
0.039315, 0.116
0.624145, 0.116
0.6377, 0.116
0.860731, 0.116
0.860884, 0.116
0.025494, 0.117
0.039968, 0.117
0.622449, 0.117
0.636927, 0.117
0.861007, 0.117
0.861161, 0.117
0.02591, 0.118
0.04062, 0.118
0.620752, 0.118
0.636155, 0.118
0.861283, 0.118
0.861439, 0.118
0.026326, 0.119
0.041273, 0.119
0.619056, 0.119
0.635383, 0.119
0.861559, 0.119
0.861716, 0.119
0.026743, 0.12
0.041925, 0.12
0.61736, 0.12
